indicator,sub_indicator,sex,phn_code,phn_name,age_band,metric_name,unit,value
12-month Affective disorders - modelled,,Males,107,Western NSW,65-74 years,Relative root mean square error(b),(%),14.2
12-month Affective disorders - modelled,,Males,107,Western NSW,65-74 years,Proportion,(%),2.5
12-month Affective disorders - modelled,,Males,107,Western NSW,65-74 years,95% Confidence Interval of proportion,Lower (%),1.8
12-month Affective disorders - modelled,,Males,107,Western NSW,65-74 years,Population,(no.),16888
12-month Affective disorders - modelled,,Males,107,Western NSW,75-85 years,Persons with disorder,(no.),80
12-month Affective disorders - modelled,,Males,107,Western NSW,75-85 years,Relative root mean square error(b),(%),25.6
12-month Affective disorders - modelled,,Males,107,Western NSW,75-85 years,Proportion,(%),0.8
12-month Affective disorders - modelled,,Males,107,Western NSW,75-85 years,95% Confidence Interval of proportion,Lower (%),0.4
12-month Affective disorders - modelled,,Males,107,Western NSW,75-85 years,Population,(no.),10193
12-month Affective disorders - modelled,,Males,107,Western NSW,Total 16-85 years,Persons with disorder,(no.),7171
12-month Affective disorders - modelled,,Males,107,Western NSW,Total 16-85 years,Relative root mean square error(b),(%),7
12-month Affective disorders - modelled,,Males,107,Western NSW,Total 16-85 years,Proportion,(%),6.2
12-month Affective disorders - modelled,,Males,107,Western NSW,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),5.3
12-month Affective disorders - modelled,,Males,107,Western NSW,Total 16-85 years,Population,(no.),116346
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,,In scope population(a),(%),99.9
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,16-24 years,Persons with disorder,(no.),8836
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,16-24 years,Relative root mean square error(b),(%),7.6
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,16-24 years,Proportion,(%),12.6
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,16-24 years,95% Confidence Interval of proportion,Lower (%),10.7
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,16-24 years,Population,(no.),70030
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,25-34 years,Persons with disorder,(no.),7746
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,25-34 years,Relative root mean square error(b),(%),7
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,25-34 years,Proportion,(%),9.9
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,25-34 years,95% Confidence Interval of proportion,Lower (%),8.5
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,25-34 years,Population,(no.),78336
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,35-44 years,Persons with disorder,(no.),4429
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,35-44 years,Relative root mean square error(b),(%),10.3
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,35-44 years,Proportion,(%),5.8
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,35-44 years,95% Confidence Interval of proportion,Lower (%),4.6
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,35-44 years,Population,(no.),76694
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,45-54 years,Persons with disorder,(no.),4921
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,45-54 years,Relative root mean square error(b),(%),8.8
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,45-54 years,Proportion,(%),6.3
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,45-54 years,95% Confidence Interval of proportion,Lower (%),5.2
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,45-54 years,Population,(no.),78303
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,55-64 years,Persons with disorder,(no.),4600
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,55-64 years,Relative root mean square error(b),(%),8.7
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,55-64 years,Proportion,(%),5.7
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,55-64 years,95% Confidence Interval of proportion,Lower (%),4.7
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,55-64 years,Population,(no.),80460
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,65-74 years,Persons with disorder,(no.),2099
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,65-74 years,Relative root mean square error(b),(%),12.4
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,65-74 years,Proportion,(%),2.9
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,65-74 years,95% Confidence Interval of proportion,Lower (%),2.2
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,65-74 years,Population,(no.),71421
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,75-85 years,Persons with disorder,(no.),415
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,75-85 years,Relative root mean square error(b),(%),22.9
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,75-85 years,Proportion,(%),0.9
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,75-85 years,95% Confidence Interval of proportion,Lower (%),0.5
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,75-85 years,Population,(no.),45088
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,Total 16-85 years,Persons with disorder,(no.),33046
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,Total 16-85 years,Relative root mean square error(b),(%),4.6
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,Total 16-85 years,Proportion,(%),6.6
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),6
12-month Affective disorders - modelled,,Males,108,Hunter New England and Central Coast,Total 16-85 years,Population,(no.),500333
12-month Affective disorders - modelled,,Males,109,North Coast,,In scope population(a),(%),99.6
12-month Affective disorders - modelled,,Males,109,North Coast,16-24 years,Persons with disorder,(no.),3020
12-month Affective disorders - modelled,,Males,109,North Coast,16-24 years,Relative root mean square error(b),(%),8.4
12-month Affective disorders - modelled,,Males,109,North Coast,16-24 years,Proportion,(%),12.5
12-month Affective disorders - modelled,,Males,109,North Coast,16-24 years,95% Confidence Interval of proportion,Lower (%),10.4
12-month Affective disorders - modelled,,Males,109,North Coast,16-24 years,Population,(no.),24178
12-month Affective disorders - modelled,,Males,109,North Coast,25-34 years,Persons with disorder,(no.),2589
12-month Affective disorders - modelled,,Males,109,North Coast,25-34 years,Relative root mean square error(b),(%),7.5
12-month Affective disorders - modelled,,Males,109,North Coast,25-34 years,Proportion,(%),10.4
12-month Affective disorders - modelled,,Males,109,North Coast,25-34 years,95% Confidence Interval of proportion,Lower (%),8.8
12-month Affective disorders - modelled,,Males,109,North Coast,25-34 years,Population,(no.),24956
12-month Affective disorders - modelled,,Males,109,North Coast,35-44 years,Persons with disorder,(no.),1812
12-month Affective disorders - modelled,,Males,109,North Coast,35-44 years,Relative root mean square error(b),(%),10.7
12-month Affective disorders - modelled,,Males,109,North Coast,35-44 years,Proportion,(%),6.3
12-month Affective disorders - modelled,,Males,109,North Coast,35-44 years,95% Confidence Interval of proportion,Lower (%),5
12-month Affective disorders - modelled,,Males,109,North Coast,35-44 years,Population,(no.),28729
12-month Affective disorders - modelled,,Males,109,North Coast,45-54 years,Persons with disorder,(no.),2143
12-month Affective disorders - modelled,,Males,109,North Coast,45-54 years,Relative root mean square error(b),(%),9.2
12-month Affective disorders - modelled,,Males,109,North Coast,45-54 years,Proportion,(%),6.6
12-month Affective disorders - modelled,,Males,109,North Coast,45-54 years,95% Confidence Interval of proportion,Lower (%),5.4
12-month Affective disorders - modelled,,Males,109,North Coast,45-54 years,Population,(no.),32288
12-month Affective disorders - modelled,,Males,109,North Coast,55-64 years,Persons with disorder,(no.),2198
12-month Affective disorders - modelled,,Males,109,North Coast,55-64 years,Relative root mean square error(b),(%),9.1
12-month Affective disorders - modelled,,Males,109,North Coast,55-64 years,Proportion,(%),5.9
12-month Affective disorders - modelled,,Males,109,North Coast,55-64 years,95% Confidence Interval of proportion,Lower (%),4.9
12-month Affective disorders - modelled,,Males,109,North Coast,55-64 years,Population,(no.),37146
12-month Affective disorders - modelled,,Males,109,North Coast,65-74 years,Persons with disorder,(no.),1059
12-month Affective disorders - modelled,,Males,109,North Coast,65-74 years,Relative root mean square error(b),(%),12.8
12-month Affective disorders - modelled,,Males,109,North Coast,65-74 years,Proportion,(%),2.8
12-month Affective disorders - modelled,,Males,109,North Coast,65-74 years,95% Confidence Interval of proportion,Lower (%),2.1
12-month Affective disorders - modelled,,Males,109,North Coast,65-74 years,Population,(no.),37175
12-month Affective disorders - modelled,,Males,109,North Coast,75-85 years,Persons with disorder,(no.),194
12-month Affective disorders - modelled,,Males,109,North Coast,75-85 years,Relative root mean square error(b),(%),23.7
12-month Affective disorders - modelled,,Males,109,North Coast,75-85 years,Proportion,(%),0.9
12-month Affective disorders - modelled,,Males,109,North Coast,75-85 years,95% Confidence Interval of proportion,Lower (%),0.5
12-month Affective disorders - modelled,,Males,109,North Coast,75-85 years,Population,(no.),22115
12-month Affective disorders - modelled,,Males,109,North Coast,Total 16-85 years,Persons with disorder,(no.),13015
12-month Affective disorders - modelled,,Males,109,North Coast,Total 16-85 years,Relative root mean square error(b),(%),5.3
12-month Affective disorders - modelled,,Males,109,North Coast,Total 16-85 years,Proportion,(%),6.3
12-month Affective disorders - modelled,,Males,109,North Coast,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),5.7
12-month Affective disorders - modelled,,Males,109,North Coast,Total 16-85 years,Population,(no.),206588
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,,In scope population(a),(%),99.8
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,16-24 years,Persons with disorder,(no.),1494
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,16-24 years,Relative root mean square error(b),(%),9.2
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,16-24 years,Proportion,(%),11.9
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,16-24 years,95% Confidence Interval of proportion,Lower (%),9.8
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,16-24 years,Population,(no.),12520
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,25-34 years,Persons with disorder,(no.),1252
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,25-34 years,Relative root mean square error(b),(%),8.9
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,25-34 years,Proportion,(%),9
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,25-34 years,95% Confidence Interval of proportion,Lower (%),7.4
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,25-34 years,Population,(no.),13929
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,35-44 years,Persons with disorder,(no.),713
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,35-44 years,Relative root mean square error(b),(%),11.9
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,35-44 years,Proportion,(%),5.3
12-month Affective disorders - modelled,,Males,110,Murrumbidgee,35-44 years,95% Confidence Interval of proportion,Lower (%),4.1
